ParticipantID,ParticipantEmail,ParticipantFirstName,ParticipantLastName,ParticipantDOB,ParticipantRole,ParticipantPhone,ParticipantCity,ParticipantState,ParticipantZip,ParticipantSchoolOrEmployer,ParticipantFieldOfInterest,EventTemplateID,EventName,EventType,EventDescription,EventRecurrencePattern,EventDefaultCapacity,EventOccurrenceID,EventTemplateID.1,EventName.1,EventDateTimeStart,EventDateTimeEnd,EventLocation,EventCapacity,EventRegistrationDeadline,RegistrationID,ParticipantID.1,EventOccurrenceID.1,RegistrationStatus,RegistrationAttendedFlag,RegistrationCheckInTime,RegistrationCreatedAt,SurveyID,RegistrationID.1,SurveySatisfactionScore,SurveyUsefulnessScore,SurveyInstructorScore,SurveyRecommendationScore,SurveyOverallScore,SurveyNPSBucket,SurveyComments,SurveySubmissionDate,MilestoneID,ParticipantID.2,MilestoneTitle,MilestoneDate,DonationID,ParticipantID.3,DonationDate,DonationAmount
124,sofia.smith135@learners.net,Sofia,Smith,11/28/2001 0:00,participant,801-531-1258,West Jordan,UT,84603,BYU,STEM,,,,,,,124,6,Data Science Study Group,11/20/2024 10:00,11/20/2024 12:00,Local Library,100,11/13/2024 10:00,124,73,121,attended,1,6/1/2025 10:01,5/11/2025 10:00,124,160,4,5,5,5,4.75,Promoter,"I didn't expect this, but, the mentors were down-to-earth and answered real questions, the networking breakouts during Girls in STEAM Mentoring really clicked for me. The mentor roundtable during Girls in STEAM Mentoring really clicked for me, the pacing made complex ideas feel doable; I'd come again and bring a classmate next time! The mentor roundtable during Girls in STEAM Mentoring really clicked for me, the pacing made complex ideas feel doable; I'd come again and bring a classmate next time!",10/28/2025 22:29,124,92,Systems Analyst,4/30/2028,124,207,UNKNOWN_DATE,48.34
125,sofia.clark136@ellarises.org,Sofia,Clark,7/6/2009 0:00,participant,801-659-6931,Ogden,UT,84488,Local Library,STEM,,,,,,,125,2,Robotics Lab Saturday,4/19/2025 10:00,4/19/2025 12:00,Ella Rises HQ,100,4/12/2025 10:00,125,74,122,attended,1,2/8/2024 10:03,1/31/2024 10:00,125,162,5,4,4,4,4.25,Passive,"The coding challenges during Web Dev Bootcamp Night really clicked for me, the mentors were down-to-earth and answered real questions. The data activity during Web Dev Bootcamp Night really clicked for me, the hands-on segment tied everything together; It was useful overall. (snacks were a plus). The Python lab during Web Dev Bootcamp Night really clicked for me, the mentors were down-to-earth and answered real questions (snacks were a plus). Overall, the pacing made complex ideas feel doable, the coding challenges during Web Dev Bootcamp Night really clicked for me; I'm curious to see how the next session improves. (snacks were a plus).",5/14/2022 1:19,125,93,BA in Studio Arts,11/22/2024,125,208,8/6/2023,197.79
126,lucas.allen137@studentmail.org,Lucas,Allen,10/6/2004 0:00,participant,801-874-9543,Provo,UT,84745,Mountain View High,Both,,,,,,,126,6,Data Science Study Group,1/29/2025 10:00,1/29/2025 12:00,Ella Rises HQ,100,1/22/2025 10:00,126,74,123,attended,1,12/3/2021 10:01,11/12/2021 10:00,126,163,5,4,4,5,4.5,Promoter,"Honestly, the Arduino demo during Robotics Lab Saturday really clicked for me, there were concrete examples I can reuse at school; This was absolutely worth the time! From my perspective, the pacing made complex ideas feel doable, the data activity during Robotics Lab Saturday really clicked for me.",4/10/2022 12:25,126,94,Lifeguard,11/11/2025,126,208,UNKNOWN_DATE,48.34
127,sophia.brown138@community.org,Sophia,Brown,12/30/2008 0:00,participant,801-902-2768,Bountiful,UT,84437,Art Studio,Arts,,,,,,,127,1,Mentor Office Hours,5/25/2025 10:00,5/25/2025 12:00,Art Studio 2,100,5/18/2025 10:00,127,75,124,attended,1,11/20/2024 10:21,11/14/2024 10:00,127,164,4,5,5,4,4.5,Passive,"The robot build during Data Science Study Group really clicked for me, the mentors were down-to-earth and answered real questions. To be fair, the coding challenges during Data Science Study Group really clicked for me, it boosted my confidence more than I expected!",12/1/2021 20:16,127,95,Lifeguard,11/11/2025,127,209,8/6/2023,197.79
128,evelyn.garcia139@learners.net,Evelyn,Garcia,1/2/2012 0:00,participant,801-329-5505,St. George,UT,84068,Tech Apprenticeship,Both,,,,,,,128,3,Girls in STEAM Mentoring,4/2/2024 10:00,4/2/2024 12:00,Ella Rises HQ,100,3/26/2024 10:00,128,76,125,attended,1,4/19/2025 10:27,4/2/2025 10:00,128,165,4,5,5,4,4.5,Passive,"The coding challenges during Data Science Study Group really clicked for me, the hands-on segment tied everything together! Surprisingly, the coding challenges during Data Science Study Group really clicked for me, I met people who want to collaborate on projects; I'd come again and bring a classmate next time. The organizers ran things smoothly even with a big crowd, the Arduino demo during Data Science Study Group really clicked for me; I left energized to keep learning. (wish there had been more time).",2/7/2025 1:24,128,96,Middle School Diploma,4/28/2023,128,209,UNKNOWN_DATE,48.34
129,claire.harris140@learners.net,Claire,Harris,3/23/2000 0:00,participant,801-819-8048,Riverton,UT,84518,Retail Store,Both,,,,,,,129,3,Girls in STEAM Mentoring,7/11/2023 10:00,7/11/2023 12:00,Local Library,100,7/4/2023 10:00,129,77,126,cancelled,0,,1/14/2025 10:00,129,167,5,4,4,5,4.5,Promoter,"The coding challenges during Web Dev Bootcamp Night really clicked for me, the mentors were down-to-earth and answered real questions; I'd definitely recommend this to a friend. (snacks were a plus). By the end, the Arduino demo during Web Dev Bootcamp Night really clicked for me, I left with actionable next steps; I left energized to keep learning.",1/16/2022 2:18,129,96,Competition Award,8/26/2023,129,210,8/6/2023,197.79
130,ella.scott141@studentmail.org,Ella,Scott,8/8/2005 0:00,participant,801-433-7779,Taylorsville,UT,84463,Community Center,Arts,,,,,,,130,1,Mentor Office Hours,6/15/2025 10:00,6/15/2025 12:00,Virtual Zoom,100,6/8/2025 10:00,130,78,35,attended,1,6/8/2025 10:17,6/6/2025 10:00,130,168,5,4,4,4,4.25,Passive,"The Python lab during Data Science Study Group really clicked for me, the organizers ran things smoothly even with a big crowd. To be fair, I left with actionable next steps, the Python lab during Data Science Study Group really clicked for me; I'm curious to see how the next session improves! I didn't expect this, but, I met people who want to collaborate on projects, the Python lab during Data Science Study Group really clicked for me.",5/23/2024 14:11,130,97,Middle School Diploma,4/28/2023,130,210,UNKNOWN_DATE,48.34
131,liam.clark142@ellarises.org,Liam,Clark,5/25/2006 0:00,participant,801-520-5176,Lehi,UT,84438,North Summit High,Both,,,,,,,131,3,Girls in STEAM Mentoring,6/7/2022 10:00,6/7/2022 12:00,Art Studio 2,100,5/31/2022 10:00,131,78,127,attended,1,5/25/2025 10:07,5/2/2025 10:00,131,169,4,3,5,4,4,Passive,"The networking breakouts during Girls in STEAM Mentoring really clicked for me, I met people who want to collaborate on projects  next time I'd bring a friend. There were concrete examples I can reuse at school, the networking breakouts during Girls in STEAM Mentoring really clicked for me!",12/29/2021 0:12,131,97,Competition Award,8/26/2023,131,220,6/10/2022,83.12
132,jack.jones143@ellarises.org,Jack,Jones,9/13/2014 0:00,participant,801-642-2582,Ogden,UT,84096,Art Studio,Arts,,,,,,,132,10,Monthly Art Studio Workshop,9/15/2025 10:00,9/15/2025 12:00,Ella Rises HQ,100,9/8/2025 10:00,132,78,128,attended,1,4/2/2024 10:22,3/31/2024 10:00,132,170,5,4,4,5,4.5,Promoter,"The Arduino demo during Web Dev Bootcamp Night really clicked for me, there were concrete examples I can reuse at school; This was absolutely worth the time! By the end, the mentors were down-to-earth and answered real questions, the Arduino demo during Web Dev Bootcamp Night really clicked for me; This pushed me to apply for a related program.  which surprised me in a good way! Surprisingly, the data activity during Web Dev Bootcamp Night really clicked for me, the mentors were down-to-earth and answered real questions  next time I'd bring a friend. By the end, the data activity during Web Dev Bootcamp Night really clicked for me, the organizers ran things smoothly even with a big crowd.",1/21/2023 13:18,132,98,Internship,10/10/2024,132,220,5/13/2022,247
133,sofia.scott144@ellarises.org,Sofia,Scott,12/6/2005 0:00,participant,801-325-7730,Lehi,UT,84687,Community Center,Both,,,,,,,133,1,Mentor Office Hours,10/8/2023 10:00,10/8/2023 12:00,Community Center Room A,100,10/1/2023 10:00,133,78,129,cancelled,0,,7/2/2023 10:00,133,171,5,5,5,5,5,Promoter,"The networking breakouts during Mentor Office Hours really clicked for me, the organizers ran things smoothly even with a big crowd; I left energized to keep learning.  especially for beginners. The mentors were down-to-earth and answered real questions, the networking breakouts during Mentor Office Hours really clicked for me; I left energized to keep learning.",9/29/2025 13:21,133,98,BA in Studio Arts,11/23/2022,133,221,6/10/2022,83.12
134,elijah.brown145@learners.net,Elijah,Brown,10/9/2002 0:00,participant,801-306-9313,Murray,UT,84361,North Summit High,Both,,,,,,,134,5,Intro to Painting Class,7/6/2023 10:00,7/6/2023 12:00,Local Library,100,6/29/2023 10:00,134,78,130,attended,1,6/15/2025 10:21,6/14/2025 10:00,134,173,4,5,4,4,4.25,Passive,"The mentors were down-to-earth and answered real questions, the gallery walk during Intro to Painting Class really clicked for me  next time I'd bring a friend. Overall, the pacing made complex ideas feel doable, the gallery walk during Intro to Painting Class really clicked for me. The hands-on segment tied everything together, the color theory lesson during Intro to Painting Class really clicked for me.",8/22/2025 11:24,134,99,Internship,10/10/2024,134,221,5/13/2022,247
135,victoria.ramirez147@ellarises.org,Victoria,Ramirez,10/5/2013 0:00,participant,801-384-5477,Layton,UT,84030,Retail Store,Arts,,,,,,,135,1,Mentor Office Hours,8/21/2022 10:00,8/21/2022 12:00,Art Studio 2,100,8/14/2022 10:00,135,79,131,attended,1,6/7/2022 10:27,5/10/2022 10:00,135,176,4,4,5,4,4.25,Passive,"If I'm being honest, the mentor roundtable during Girls in STEAM Mentoring really clicked for me, it boosted my confidence more than I expected. The hands-on segment tied everything together, the mentor roundtable during Girls in STEAM Mentoring really clicked for me; It was useful overall!",4/18/2023 23:16,135,99,BA in Studio Arts,11/23/2022,135,222,6/10/2022,83.12
136,violet.thompson148@ellarises.org,Violet,Thompson,7/25/1999 0:00,participant,801-346-7566,Orem,UT,84891,North Summit High,Both,,,,,,,136,1,Mentor Office Hours,9/14/2025 10:00,9/14/2025 12:00,Virtual Zoom,100,9/7/2025 10:00,136,80,132,attended,1,9/15/2025 10:11,8/18/2025 10:00,136,177,5,5,5,4,4.75,Passive,"Overall, it boosted my confidence more than I expected, the mentor roundtable during Girls in STEAM Mentoring really clicked for me. The goal-setting exercise during Girls in STEAM Mentoring really clicked for me, I met people who want to collaborate on projects. The mentors were down-to-earth and answered real questions, the panel Q&A during Girls in STEAM Mentoring really clicked for me; This pushed me to apply for a related program.",1/11/2023 3:20,136,100,Internship,10/10/2024,136,222,5/13/2022,247
137,sophia.garcia149@studentmail.org,Sophia,Garcia,7/13/2001 0:00,participant,801-664-6585,Bountiful,UT,84430,UVU,Arts,,,,,,,137,1,Mentor Office Hours,12/11/2022 10:00,12/11/2022 12:00,Ella Rises HQ,100,12/4/2022 10:00,137,81,133,attended,1,10/8/2023 10:22,9/20/2023 10:00,137,178,4,4,5,4,4.25,Passive,"If I'm being honest, the coding challenges during Web Dev Bootcamp Night really clicked for me, the pacing made complex ideas feel doable. I didn't expect this, but, it boosted my confidence more than I expected, the data activity during Web Dev Bootcamp Night really clicked for me! To be fair, the web dev sprint during Web Dev Bootcamp Night really clicked for me, I left with actionable next steps; It was useful overall.",9/10/2023 3:23,137,100,BA in Studio Arts,11/23/2022,137,223,2/25/2024,510.39
138,claire.torres150@ellarises.org,Claire,Torres,2/12/2013 0:00,participant,801-361-1815,Provo,UT,84160,East Ridge Middle,Arts,,,,,,,138,1,Mentor Office Hours,11/6/2022 10:00,11/6/2022 12:00,Local Library,100,10/30/2022 10:00,138,82,134,attended,1,7/6/2023 10:19,7/4/2023 10:00,138,180,5,4,5,4,4.5,Passive,"The mentor roundtable during Mentor Office Hours really clicked for me, I left with actionable next steps; I left energized to keep learning. The mentors were down-to-earth and answered real questions, the goal-setting exercise during Mentor Office Hours really clicked for me! The pacing made complex ideas feel doable, the resume clinic during Mentor Office Hours really clicked for me.",2/5/2023 13:28,138,101,Internship,10/10/2024,138,223,2/20/2023,247.67
139,henry.ramirez151@community.org,Henry,Ramirez,12/7/2014 0:00,participant,801-479-4531,Riverton,UT,84425,Cafe Rio,STEM,,,,,,,139,1,Mentor Office Hours,10/15/2023 10:00,10/15/2023 12:00,Community Center Room A,100,10/8/2023 10:00,139,82,127,attended,1,5/25/2025 10:11,5/17/2025 10:00,139,181,3,4,4,5,4,Promoter,"The watercolor session during Intro to Painting Class really clicked for me, the hands-on segment tied everything together. Overall, the mixed-media project during Intro to Painting Class really clicked for me, I left with actionable next steps; I'm curious to see how the next session improves.",8/3/2023 19:25,139,101,BA in Studio Arts,11/23/2022,139,226,4/4/2023,93.66
140,kennedy.ramirez152@ellarises.org,Kennedy,Ramirez,10/26/2009 0:00,participant,801-894-8972,Murray,UT,84695,Tech Apprenticeship,Arts,,,,,,,140,2,Robotics Lab Saturday,7/13/2024 10:00,7/13/2024 12:00,Community Center Room A,100,7/6/2024 10:00,140,83,135,attended,1,8/21/2022 10:02,8/17/2022 10:00,140,182,5,3,4,5,4.25,Promoter,"At first, I left with actionable next steps, the mentor roundtable during Mentor Office Hours really clicked for me; I'd attend again with a clearer agenda. The mentors were down-to-earth and answered real questions, the goal-setting exercise during Mentor Office Hours really clicked for me  next time I'd bring a friend! Honestly, the goal-setting exercise during Mentor Office Hours really clicked for me, I left with actionable next steps; It was useful overall.  especially for beginners.",1/1/2023 15:19,140,102,Internship,10/10/2024,140,232,10/2/2023,255.49
141,mia.anderson153@community.org,Mia,Anderson,9/27/2002 0:00,participant,801-409-5938,Provo,UT,84008,Retail Store,STEM,,,,,,,141,2,Robotics Lab Saturday,10/28/2023 10:00,10/28/2023 12:00,Ella Rises HQ,100,10/21/2023 10:00,141,84,136,attended,1,9/14/2025 10:14,8/28/2025 10:00,141,183,4,5,4,5,4.5,Promoter,"The organizers ran things smoothly even with a big crowd, the networking breakouts during Mentor Office Hours really clicked for me. The panel Q&A during Mentor Office Hours really clicked for me, the hands-on segment tied everything together; I left energized to keep learning.  which surprised me in a good way!",10/30/2022 18:21,141,102,BA in Studio Arts,11/23/2022,141,232,UNKNOWN_DATE,187.61
142,eleanor.jackson154@learners.net,Eleanor,Jackson,12/10/2001 0:00,participant,801-709-8055,Logan,UT,84008,North Summit High,Arts,,,,,,,142,3,Girls in STEAM Mentoring,8/29/2023 10:00,8/29/2023 12:00,Art Studio 2,100,8/22/2023 10:00,142,85,137,attended,1,12/11/2022 10:16,12/7/2022 10:00,142,184,4,4,5,5,4.5,Promoter,"The resume clinic during Girls in STEAM Mentoring really clicked for me, I left with actionable next steps; I left energized to keep learning. The goal-setting exercise during Girls in STEAM Mentoring really clicked for me, the organizers ran things smoothly even with a big crowd. The pacing made complex ideas feel doable, the mentor roundtable during Girls in STEAM Mentoring really clicked for me; This was absolutely worth the time.",3/22/2023 18:16,142,103,Internship,10/10/2024,142,233,UNKNOWN_DATE,111.01
143,sebastian.anderson155@learners.net,Sebastian,Anderson,10/14/2007 0:00,participant,801-959-1693,Ogden,UT,84407,Westview High,Arts,,,,,,,143,7,Leadership Circle Meetup,12/15/2021 10:00,12/15/2021 12:00,Community Center Room A,100,12/8/2021 10:00,143,86,138,attended,1,11/6/2022 10:07,11/3/2022 10:00,143,187,5,5,4,5,4.75,Promoter,"The web dev sprint during Robotics Lab Saturday really clicked for me, the pacing made complex ideas feel doable (wish there had been more time)! In my opinion, the Python lab during Robotics Lab Saturday really clicked for me, it boosted my confidence more than I expected. The robot build during Robotics Lab Saturday really clicked for me, I met people who want to collaborate on projects; I'd come again and bring a classmate next time.  especially for beginners!",9/27/2025 22:18,143,103,BA in Studio Arts,11/23/2022,143,234,UNKNOWN_DATE,1126.17
144,evelyn.lee156@community.org,Evelyn,Lee,6/29/2004 0:00,participant,801-855-7843,Bountiful,UT,84727,East Ridge Middle,Arts,,,,,,,144,6,Data Science Study Group,1/25/2023 10:00,1/25/2023 12:00,Local Library,100,1/18/2023 10:00,144,87,139,attended,1,10/15/2023 10:10,10/8/2023 10:00,144,189,4,4,5,5,4.5,Promoter,"The networking breakouts during Mentor Office Hours really clicked for me, I left with actionable next steps; I left energized to keep learning.  which surprised me in a good way! From my perspective, I left with actionable next steps, the mentor roundtable during Mentor Office Hours really clicked for me.",6/30/2024 21:10,144,104,Internship,10/10/2024,144,234,UNKNOWN_DATE,578.94
145,emma.lee157@studentmail.org,Emma,Lee,12/23/1999 0:00,participant,801-906-6928,Riverton,UT,84852,SLCC,STEM,,,,,,,145,9,Ella Rises Annual Leadership Conference,6/15/2023 10:00,6/15/2023 12:00,Community Center Room A,100,6/8/2023 10:00,145,87,140,attended,1,7/13/2024 10:11,6/24/2024 10:00,145,190,5,4,5,5,4.75,Promoter,"By the end, I left with actionable next steps, the Python lab during Robotics Lab Saturday really clicked for me; This pushed me to apply for a related program. In my opinion, the web dev sprint during Robotics Lab Saturday really clicked for me, the organizers ran things smoothly even with a big crowd. Honestly, it boosted my confidence more than I expected, the Arduino demo during Robotics Lab Saturday really clicked for me; This was absolutely worth the time.",8/5/2024 6:25,145,104,BA in Studio Arts,11/23/2022,145,236,7/2/2024,227.02
146,addison.ramirez158@community.org,Addison,Ramirez,9/23/2014 0:00,participant,801-605-6083,Pleasant Grove,UT,84081,UVU,STEM,,,,,,,146,2,Robotics Lab Saturday,4/22/2023 10:00,4/22/2023 12:00,Virtual Zoom,100,4/15/2023 10:00,146,87,141,attended,1,10/28/2023 10:26,10/1/2023 10:00,146,191,5,5,5,5,5,Promoter,"The hands-on segment tied everything together, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me; I'd come again and bring a classmate next time. (snacks were a plus).",11/16/2022 5:11,146,105,Internship,4/5/2024,146,238,UNKNOWN_DATE,82.55
147,skylar.hernandez159@ellarises.org,Skylar,Hernandez,6/9/2009 0:00,participant,801-316-9693,Pleasant Grove,UT,84649,Valley Charter,Arts,,,,,,,147,2,Robotics Lab Saturday,1/4/2025 10:00,1/4/2025 12:00,Community Center Room A,100,12/28/2024 10:00,147,88,134,attended,1,7/6/2023 10:13,6/14/2023 10:00,147,192,5,5,4,4,4.5,Passive,"At first, the pacing made complex ideas feel doable, the robot build during Web Dev Bootcamp Night really clicked for me! Surprisingly, the coding challenges during Web Dev Bootcamp Night really clicked for me, the hands-on segment tied everything together; I'd come again and bring a classmate next time! The data activity during Web Dev Bootcamp Night really clicked for me, I met people who want to collaborate on projects; This was absolutely worth the time!",12/16/2023 5:14,147,106,Internship,4/5/2024,147,242,11/25/2023,1047.25
148,kennedy.martinez160@studentmail.org,Kennedy,Martinez,11/22/2001 0:00,participant,801-462-4232,Logan,UT,84150,Local Library,STEM,,,,,,,148,8,Web Dev Bootcamp Night,3/25/2022 10:00,3/25/2022 12:00,Community Center Room A,100,3/18/2022 10:00,148,89,30,attended,1,5/3/2025 10:20,4/30/2025 10:00,148,194,4,4,5,5,4.5,Promoter,"The hands-on segment tied everything together, the coding challenges during Data Science Study Group really clicked for me! Honestly, the web dev sprint during Data Science Study Group really clicked for me, it boosted my confidence more than I expected. Surprisingly, the data activity during Data Science Study Group really clicked for me, it boosted my confidence more than I expected  next time I'd bring a friend.",7/9/2025 17:22,148,107,Competition Award,12/25/2022,148,247,UNKNOWN_DATE,1043.99
149,evelyn.lopez161@community.org,Evelyn,Lopez,4/11/2013 0:00,participant,801-777-8354,Riverton,UT,84773,Startup Lab,Both,,,,,,,149,4,Monthly Coding Club,4/15/2024 10:00,4/15/2024 12:00,Art Studio 2,100,4/8/2024 10:00,149,89,142,cancelled,0,,8/15/2023 10:00,149,195,3,5,4,5,4.25,Promoter,"The coding challenges during Data Science Study Group really clicked for me, the organizers ran things smoothly even with a big crowd. Surprisingly, the data activity during Data Science Study Group really clicked for me, it boosted my confidence more than I expected. There were concrete examples I can reuse at school, the coding challenges during Data Science Study Group really clicked for me  which surprised me in a good way.",6/19/2025 12:14,149,108,Competition Award,12/25/2022,149,247,1/31/2024,22.96
150,claire.lee162@studentmail.org,Claire,Lee,2/29/2012 0:00,participant,801-680-8245,Riverton,UT,84070,BYU,Arts,,,,,,,150,3,Girls in STEAM Mentoring,10/28/2025 10:00,10/28/2025 12:00,Ella Rises HQ,100,10/21/2025 10:00,150,90,143,attended,1,12/15/2021 10:00,12/10/2021 10:00,150,196,5,4,4,5,4.5,Promoter,"The pacing made complex ideas feel doable, the resume clinic during Mentor Office Hours really clicked for me (snacks were a plus). It boosted my confidence more than I expected, the panel Q&A during Mentor Office Hours really clicked for me; I'd come again and bring a classmate next time. Surprisingly, the mentors were down-to-earth and answered real questions, the panel Q&A during Mentor Office Hours really clicked for me; This pushed me to apply for a related program.  next time I'd bring a friend.",6/19/2022 16:28,150,109,Middle School Diploma,10/10/2025,150,248,UNKNOWN_DATE,82.8
151,amelia.thompson163@ellarises.org,Amelia,Thompson,4/12/1999 0:00,participant,801-662-1616,Murray,UT,84473,UVU,Arts,,,,,,,151,6,Data Science Study Group,8/14/2024 10:00,8/14/2024 12:00,Virtual Zoom,100,8/7/2024 10:00,151,91,34,attended,1,6/24/2022 10:19,6/13/2022 10:00,151,198,5,5,5,5,5,Promoter,"I met people who want to collaborate on projects, the goal-setting exercise during Mentor Office Hours really clicked for me; I'd come again and bring a classmate next time! If I'm being honest, the hands-on segment tied everything together, the goal-setting exercise during Mentor Office Hours really clicked for me; I'd definitely recommend this to a friend!",6/16/2024 23:11,151,110,AS in Information Systems,4/2/2026,151,248,UNKNOWN_DATE,173.16
152,evelyn.garcia164@community.org,Evelyn,Garcia,2/2/2008 0:00,participant,801-767-1672,Riverton,UT,84595,Startup Lab,Both,,,,,,,152,8,Web Dev Bootcamp Night,5/13/2022 10:00,5/13/2022 12:00,Local Library,100,5/6/2022 10:00,152,91,144,cancelled,0,,12/30/2022 10:00,152,200,4,4,5,3,4,Detractor,"The data activity during Web Dev Bootcamp Night really clicked for me, the mentors were down-to-earth and answered real questions; I might recommend it depending on the topic. The coding challenges during Web Dev Bootcamp Night really clicked for me, it boosted my confidence more than I expected; I might recommend it depending on the topic.",11/20/2021 20:29,152,111,Studio Assistant,11/30/2027,152,249,7/17/2024,93.53
153,zoey.lee165@community.org,Zoey,Lee,4/27/2000 0:00,participant,801-263-8381,Pleasant Grove,UT,84155,Retail Store,Arts,,,,,,,153,2,Robotics Lab Saturday,4/9/2022 10:00,4/9/2022 12:00,Community Center Room A,100,4/2/2022 10:00,153,91,30,attended,1,5/3/2025 10:13,4/22/2025 10:00,153,202,5,4,5,4,4.5,Passive,"The panel Q&A during Mentor Office Hours really clicked for me, the hands-on segment tied everything together; This was absolutely worth the time. To be fair, the hands-on segment tied everything together, the mentor roundtable during Mentor Office Hours really clicked for me; I'd definitely recommend this to a friend.  next time I'd bring a friend.",11/27/2023 17:19,153,112,BS in Data Analytics,5/7/2033,153,252,8/11/2022,88.2
154,abigail.allen166@studentmail.org,Abigail,Allen,11/9/2007 0:00,participant,801-924-8172,Provo,UT,84254,Cafe Rio,Both,,,,,,,154,6,Data Science Study Group,12/1/2021 10:00,12/1/2021 12:00,Virtual Zoom,100,11/24/2021 10:00,154,91,145,attended,1,6/15/2023 10:20,5/17/2023 10:00,154,203,4,4,5,5,4.5,Promoter,"I didn't expect this, but, the goal-setting exercise during Leadership Circle Meetup really clicked for me, I met people who want to collaborate on projects; I'd definitely recommend this to a friend. By the end, the organizers ran things smoothly even with a big crowd, the goal-setting exercise during Leadership Circle Meetup really clicked for me. To be fair, the goal-setting exercise during Leadership Circle Meetup really clicked for me, there were concrete examples I can reuse at school.",10/15/2024 17:14,154,112,Published Project,12/16/2025,154,256,5/19/2024,566.36
155,lily.white167@learners.net,Lily,White,3/24/2013 0:00,participant,801-618-6543,Murray,UT,84397,Local Library,STEM,,,,,,,155,6,Data Science Study Group,2/5/2025 10:00,2/5/2025 12:00,Art Studio 2,100,1/29/2025 10:00,155,92,146,attended,1,4/22/2023 10:15,4/10/2023 10:00,155,205,5,4,4,3,4,Detractor,"The mentor roundtable during Mentor Office Hours really clicked for me, the organizers ran things smoothly even with a big crowd (wish there had been more time)! From my perspective, the networking breakouts during Mentor Office Hours really clicked for me, the mentors were down-to-earth and answered real questions.",8/28/2023 1:18,155,113,BS in Data Analytics,5/7/2033,155,257,5/19/2024,566.36
156,skylar.jones168@learners.net,Skylar,Jones,5/16/2004 0:00,participant,801-894-7333,Logan,UT,84572,BYU,Both,,,,,,,156,1,Mentor Office Hours,3/16/2025 10:00,3/16/2025 12:00,Local Library,100,3/9/2025 10:00,156,92,147,attended,1,1/4/2025 10:19,12/25/2024 10:00,156,206,4,4,4,5,4.25,Promoter,"There were concrete examples I can reuse at school, the gallery walk during Intro to Painting Class really clicked for me! The color theory lesson during Intro to Painting Class really clicked for me, I met people who want to collaborate on projects  which surprised me in a good way. I met people who want to collaborate on projects, the sketch warmups during Intro to Painting Class really clicked for me.",4/15/2022 11:26,156,113,Published Project,12/16/2025,156,258,5/19/2024,566.36
157,scarlett.perez169@ellarises.org,Scarlett,Perez,9/18/2012 0:00,participant,801-558-6082,St. George,UT,84939,Art Studio,Both,,,,,,,157,8,Web Dev Bootcamp Night,1/14/2022 10:00,1/14/2022 12:00,Virtual Zoom,100,1/7/2022 10:00,157,92,46,no-show,0,,9/3/2022 10:00,157,207,4,5,4,5,4.5,Promoter,"In my opinion, I left with actionable next steps, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me! At first, the networking breakouts during Girls in STEAM Mentoring really clicked for me, the mentors were down-to-earth and answered real questions; I'd come again and bring a classmate next time!",6/14/2022 16:29,157,114,BS in Data Analytics,5/7/2033,157,259,6/16/2022,73.53
158,james.rodriguez170@ellarises.org,James,Rodriguez,11/12/2000 0:00,participant,801-585-6381,Murray,UT,84573,Tech Apprenticeship,Both,,,,,,,158,6,Data Science Study Group,5/22/2024 10:00,5/22/2024 12:00,Art Studio 2,100,5/15/2024 10:00,158,92,148,attended,1,3/25/2022 10:01,3/13/2022 10:00,158,210,4,5,5,5,4.75,Promoter,"From my perspective, the web dev sprint during Web Dev Bootcamp Night really clicked for me, the mentors were down-to-earth and answered real questions; I'd definitely recommend this to a friend.  next time I'd bring a friend. If I'm being honest, the Python lab during Web Dev Bootcamp Night really clicked for me, the mentors were down-to-earth and answered real questions; This was absolutely worth the time.",7/5/2025 2:21,158,114,Published Project,12/16/2025,158,265,10/1/2023,204.12
159,mason.garcia171@community.org,Mason,Garcia,12/5/2004 0:00,participant,801-218-6940,Pleasant Grove,UT,84371,North Summit High,STEM,,,,,,,159,3,Girls in STEAM Mentoring,12/28/2021 10:00,12/28/2021 12:00,Art Studio 2,100,12/21/2021 10:00,159,92,149,attended,1,4/15/2024 10:29,4/5/2024 10:00,159,212,4,4,5,5,4.5,Promoter,"The goal-setting exercise during Mentor Office Hours really clicked for me, the mentors were down-to-earth and answered real questions. The pacing made complex ideas feel doable, the panel Q&A during Mentor Office Hours really clicked for me.",7/2/2024 2:19,159,115,Customer Support Rep,4/25/2023,159,266,10/23/2022,25.72
160,violet.young172@studentmail.org,Violet,Young,8/20/2004 0:00,participant,801-358-2264,West Jordan,UT,84141,Community Center,STEM,,,,,,,160,8,Web Dev Bootcamp Night,1/20/2023 10:00,1/20/2023 12:00,Art Studio 2,100,1/13/2023 10:00,160,92,150,attended,1,10/28/2025 10:29,10/23/2025 10:00,160,213,4,3,4,4,3.75,Passive,"To be fair, not every topic applied to me, but I took notes for later, and the coding challenges was helpful during Robotics Lab Saturday. It was useful overall. (wish there had been more time)! Not every topic applied to me, but I took notes for later, and the data activity was helpful during Robotics Lab Saturday  especially for beginners!",6/22/2025 15:25,160,116,Mentorship Program,9/20/2025,160,267,UNKNOWN_DATE,992.38
